processTimeValues:vector Net.sys (#0 - Net1-0-20230829-18:31:09-1522),,queueingTime:vector Net.sys (#0 - Net1-0-20230829-18:31:09-1522),,serverUtilization:vector Net.sys (#0 - Net1-0-20230829-18:31:09-1522),,responseTime:vector Net.sys (#0 - Net1-0-20230829-18:31:09-1522),,queueLength:vector Net.sys (#0 - Net1-0-20230829-18:31:09-1522),
0.636699603653,0.357594682485799951,0.636699603653,0,0.636699603653,0,0.994294286139,0.357594682486000013,7.52323296914,1
1.35554791444,0.301381685188970015,1.35554791444,0,0.994294286139,0.359646723782949926,1.656929599629,0.301381685188999991,7.7149537298,1
2.8432312841,0.272441588691439971,2.8432312841,0,1.35554791444,0.26380084294824002,3.115672872791,0.27244158869099999,8.110816246514,0
4.404467552808,0.21182739839422998,4.404467552808,0,1.656929599629,0.397709334073430007,4.616294951202,0.211827398393999998,8.592647628543,0
5.90763879617,0.322947057546119963,5.90763879617,0,2.8432312841,0.231770229653899982,6.230585853716,0.322947057545999948,10.504496836771,0
6.689243937285,0.218793604988600008,6.689243937285,0,3.115672872791,0.298946004408879971,6.908037542274,0.218793604988999966,13.46875386385,0
7.077346468262,0.445886500878259982,7.077346468262,0,4.404467552808,0.21147118129458997,7.52323296914,0.445886500877999967,16.374984467803,0
7.359873779572,0.481831382028759967,7.52323296914,0.116651454294000005,4.616294951202,0.247654313003179969,7.7149537298,0.308372214954000021,24.674098098433,0
7.406581514846,0.19172076066025001,7.7149537298,0.053687302280999993,5.90763879617,0.193519846795839999,8.110816246514,0.449549818995000015,25.456796661257,0
7.661266427519,0.395862516714259981,8.110816246514,0.75094246694199995,6.230585853716,0.235321757332270008,8.592647628543,1.23277384897100006,26.587091565491,0
8.18082350612,0.264447460765949936,8.592647628543,0.411824122422999926,6.689243937285,0.219186566681119964,8.857095089309,0.676271583189000045,27.233800315523,0
9.51859246638,0.284022281877699955,9.51859246638,0,6.908037542274,0.243916742922089978,9.802614748258,0.284022281877999937,27.542267314849,0
10.041698520157,0.462798316613770019,10.041698520157,0,7.077346468262,0.23808160655285998,10.504496836771,0.462798316613999947,28.01414135249,0
10.44079612737,0.035518029355444,10.504496836771,0.063700709401000004,8.857095089309,0.391181826931509933,10.540014866126,0.099218738755999985,39.240890419207,0
11.88749153879,0.043564648483880002,11.88749153879,0,9.51859246638,0.363996531060609916,11.931056187274,0.04356464848399999,56.821254217979,0
12.216753935784,0.010109199560247,12.216753935784,0,9.802614748258,0.382424181352859935,12.226863135344,0.01010919956,63.87518565726,0
13.05244394243,0.416309921420179971,13.05244394243,0,10.041698520157,0.373319007008129919,13.46875386385,0.416309921420000005,64.244817447932,1
13.419842452234,0.389078378444539961,13.46875386385,0.048911411616000002,10.540014866126,0.402947559385180007,13.857832242295,0.437989790060999915,64.264411342414,0
15.939978395175,0.435006072628309923,15.939978395175,0,11.88749153879,0.357272453345639949,16.374984467803,0.435006072627999949,73.557399522602,0
16.060963078107,0.489309171447529942,16.374984467803,0.314021389696000018,11.931056187274,0.359619286618519939,16.864293639251,0.803330561144000029,80.729902992891,2
17.693676850836,0.399579281918699955,17.693676850836,0,12.216753935784,0.351209325916379987,18.093256132755,0.399579281918999938,80.795801923894,1
18.207044188978,0.230739681399429962,18.207044188978,0,12.226863135344,0.351745747590879951,18.437783870377,0.230739681398999972,80.955086401365,0
19.498245848892,0.39026458782609996,19.498245848892,0,13.05244394243,0.329497459112039979,19.888510436718,0.390264587825999929,86.096859045752,0
20.086217385844,0.05913721187971499,20.086217385844,0,13.857832242295,0.368465667993419952,20.145354597724,0.059137211879999998,86.534883819666,0
20.994968539212,0.319960508495570005,20.994968539212,0,15.939978395175,0.320335152753009942,21.314929047708,0.319960508495999994,88.451416375924,0
22.015150700991,0.071676642750389984,22.015150700991,0,16.864293639251,0.357586910378409948,22.086827343741,0.071676642749999991,99.244250381742,0
22.713007657025,0.472334459307599983,22.713007657025,0,17.693676850836,0.340825183426419985,23.185342116333,0.472334459307999996,,
23.329675383799,0.260924164089370024,23.329675383799,0,18.093256132755,0.355382684737019947,23.590599547888,0.260924164088999986,,
24.466767127874,0.207330970559269965,24.466767127874,0,18.207044188978,0.353161659484819921,24.674098098433,0.207330970558999959,,
24.55632405638,0.132277805707419981,24.674098098433,0.117774042052999988,18.437783870377,0.361256519130449981,24.80637590414,0.25005184776,,
25.069679818005,0.38711684325244,25.069679818005,0,19.498245848892,0.341608659215389963,25.456796661257,0.387116843252000018,,
25.234642443629,0.228075167979109981,25.456796661257,0.222154217627999971,19.888510436718,0.354528019167310025,25.684871829236,0.450229385606999985,,
26.302874591328,0.284216974163429946,26.302874591328,0,20.086217385844,0.351038429679009998,26.587091565491,0.284216974162999956,,
26.498113383917,0.009394899010658298,26.587091565491,0.088978181574000003,20.145354597724,0.352943473231359992,26.596486464502,0.098373080584999994,,
26.614335805751,0.308817750425079971,26.614335805751,0,20.994968539212,0.338660732352059955,26.923153556176,0.308817750424999925,,
26.927752454292,0.306047861231489969,26.927752454292,0,21.314929047708,0.348588161521140025,27.233800315523,0.306047861230999916,,
27.057461645849,0.308466999325899936,27.233800315523,0.176338669673999969,22.015150700991,0.337500843424139994,27.542267314849,0.484805668999999994,,
27.258615191509,0.471874037641099917,27.542267314849,0.283652123340000004,22.086827343741,0.339650799804430024,28.01414135249,0.755526160981,,
27.649460830955,0.340910148923289967,28.01414135249,0.364680521534999966,22.713007657025,0.330286886075329965,28.355051501413,0.705590670457999943,,
29.512591530326,0.179753951029849977,29.512591530326,0,23.185342116333,0.343930358747419949,29.692345481356,0.179753951029999968,,
29.990788391781,0.218515976332129989,29.990788391781,0,23.329675383799,0.341802571213210003,30.209304368113,0.218515976331999982,,
30.750384058578,0.348815597710199985,30.750384058578,0,23.590599547888,0.349082573298920005,31.099199656288,0.348815597709999923,,
32.611464907933,0.030112733249552998,32.611464907933,0,24.466767127874,0.336581745875989988,32.641577641183,0.030112733249999995,,
32.695113888553,0.333383355638939947,32.695113888553,0,24.80637590414,0.345664195577879971,33.028497244192,0.33338335563900001,,
35.495284836117,0.335318936849939962,35.495284836117,0,25.069679818005,0.342033724975959962,35.830603772967,0.335318936850000025,,
36.342352141307,0.105191280832510002,36.342352141307,0,25.684871829236,0.357793024798259916,36.44754342214,0.105191280833,,
36.492292994121,0.064463149174116995,36.492292994121,0,26.302874591328,0.349386450193090002,36.556756143295,0.064463149174000005,,
36.847016217017,0.157714174827560004,36.847016217017,0,26.596486464502,0.356568897518459991,37.004730391845,0.157714174827999986,,
37.95825036885,0.181855386705140008,37.95825036885,0,26.614335805751,0.356329758733359923,38.140105755555,0.181855386705000009,,
38.707099616667,0.285098387976179922,38.707099616667,0,26.923153556176,0.363712875852569947,38.992198004643,0.285098387975999955,,
39.02158966251,0.219300756696609976,39.02158966251,0,26.927752454292,0.363650758582939935,39.240890419207,0.219300756696999997,,
39.05293618764,0.494186915922909974,39.240890419207,0.187954231566999973,28.355051501413,0.395682464322059999,39.73507733513,0.682141147489999873,,
39.857632991773,0.05102240340784199,39.857632991773,0,29.512591530326,0.38016304473055995,39.908655395181,0.051022403408000002,,
42.411990305416,0.104438379290510002,42.411990305416,0,29.692345481356,0.383915464416429984,42.516428684707,0.104438379290999999,,
43.258251436098,0.080654755583963982,43.258251436098,0,29.990788391781,0.380095063063159985,43.338906191682,0.080654755583999981,,
44.064666832434,0.326554161030799926,44.064666832434,0,30.209304368113,0.384579083313249967,44.391220993465,0.326554161030999988,,
48.352747112629,0.126645800657569973,48.352747112629,0,30.750384058578,0.377812080632509925,48.479392913287,0.126645800657999962,,
49.05027979553,0.233155386405999975,49.05027979553,0,31.099199656288,0.384790679869169925,49.283435181936,0.233155386405999975,,
49.478331537197,0.122212794027289988,49.478331537197,0,32.611464907933,0.36694709093608002,49.600544331224,0.122212794026999998,,
49.993356338479,0.079484793241135997,49.993356338479,0,32.641577641183,0.367531099270269943,50.07284113172,0.079484793240999995,,
50.774847597736,0.055187569581904002,50.774847597736,0,32.695113888553,0.36692928959577997,50.830035167318,0.055187569581999995,,
51.104848581674,0.328164795995689928,51.104848581674,0,33.028497244192,0.373319384677339936,51.43301337767,0.328164795996000012,,
52.003383222901,0.069091474753805004,52.003383222901,0,35.495284836117,0.347375104184899917,52.072474697655,0.069091474753999987,,
52.3086278976,0.098291178350336988,52.3086278976,0,35.830603772967,0.35348266205953993,52.40691907595,0.098291178349999979,,
53.513936164218,0.184362582862379997,53.513936164218,0,36.342352141307,0.348505158819189973,53.69829874708,0.184362582861999967,,
55.9036880777,0.410496615455489986,55.9036880777,0,36.44754342214,0.350385438540819936,56.314184693155,0.410496615454999933,,
56.772703582403,0.048550635576248002,56.772703582403,0,36.492292994121,0.349955769777450018,56.821254217979,0.048550635575999992,,
56.783635245148,0.418972453335299975,56.821254217979,0.037618972830999991,36.556756143295,0.351102039375839945,57.240226671314,0.456591426166000012,,
57.563716792473,0.048049200559034998,57.563716792473,0,36.847016217017,0.348336254943440003,57.611765993032,0.048049200558999999,,
58.459568285076,0.488229732611219932,58.459568285076,0,37.004730391845,0.35111364606961992,58.947798017687,0.488229732610999998,,
61.318438982952,0.234325599158179963,61.318438982952,0,37.95825036885,0.342293590548799929,61.55276458211,0.234325599157999997,,
63.002696023586,0.488380545401009945,63.002696023586,0,38.140105755555,0.345429592692990004,63.491076568987,0.488380545400999953,,
63.572762898253,0.302422759006729989,63.572762898253,0,38.707099616667,0.340369630555739986,63.87518565726,0.302422759006999996,,
63.618624439392,0.369631790672430014,63.87518565726,0.256561217868000012,38.992198004643,0.345192635274939927,64.244817447932,0.626193008540000037,,
64.098581948705,0.019593894481658997,64.244817447932,0.146235499226999964,39.02158966251,0.344932630904999924,64.264411342414,0.16582939370899996,,
64.114734051222,0.141403479734440006,64.264411342414,0.14967729119199996,39.73507733513,0.356695096814980015,64.405814822148,0.29108077092599993,,
64.581036762316,0.060098282294347993,64.581036762316,0,39.857632991773,0.355598318142239965,64.64113504461,0.060098282293999993,,
67.694292860592,0.148070099647160002,67.694292860592,0,39.908655395181,0.35642217257288,67.842362960239,0.148070099646999963,,
68.050628430128,0.059363857144489995,68.050628430128,0,42.411990305416,0.335384629629050022,68.109992287272,0.059363857143999998,,
68.575145457619,0.158991586649789961,68.575145457619,0,42.516428684707,0.33701720682992997,68.734137044269,0.15899158664999996,,
69.508644278858,0.207131494185889996,69.508644278858,0,43.258251436098,0.331237800050030005,69.715775773044,0.207131494185999964,,
71.208034036459,0.032073750509879997,71.208034036459,0,43.338906191682,0.332482382724589962,71.240107786969,0.032073750509999998,,
73.211163462927,0.346236059674989935,73.211163462927,0,44.064666832434,0.327006280339829923,73.557399522602,0.346236059674999928,,
73.406679821392,0.283300724229779919,73.557399522602,0.15071970121,44.391220993465,0.331957009213339925,73.840700246832,0.434020425439999967,,
74.072954634245,0.132694745552729975,74.072954634245,0,48.352747112629,0.304759870664519925,74.205649379798,0.132694745552999981,,
75.675547052251,0.261624026461499957,75.675547052251,0,48.479392913287,0.306576090661059951,75.937171078713,0.261624026462000002,,
76.244545402025,0.046970252995378991,76.244545402025,0,49.05027979553,0.30300790982095993,76.29151565502,0.046970252995000002,,
78.233011287606,0.287973247584889956,78.233011287606,0,49.283435181936,0.306305315115619979,78.520984535191,0.287973247584999979,,
80.265254893973,0.464648098917679994,80.265254893973,0,49.478331537197,0.305098771005129941,80.729902992891,0.464648098917999961,,
80.334671279845,0.159284477471369977,80.729902992891,0.127438780091999991,49.600544331224,0.306810966343169954,80.795801923894,0.193337711094999974,,
80.594943612268,0.333705188124439942,80.795801923894,0.461130644048999947,49.993356338479,0.304400265394799917,80.955086401365,0.62041512152,,
80.602464212799,0.06589893100317598,80.955086401365,0.360142789096999925,50.07284113172,0.30550444881706995,81.288791589489,0.693847977220999998,,
82.0803263336,0.35816359892487992,82.0803263336,0,50.774847597736,0.301280583879749984,82.438489932525,0.358163598924999935,,
82.913750856944,0.144703045487399983,82.913750856944,0,50.830035167318,0.302039202800009952,83.058453902431,0.144703045486999969,,
84.386776834134,0.091595681733452005,84.386776834134,0,51.104848581674,0.300415004179039989,84.478372515867,0.091595681733000005,,
84.632791013144,0.293256466509769996,84.632791013144,0,51.43301337767,0.304878658014559931,84.926047479654,0.293256466509999923,,
85.038551111749,0.010053775273262999,85.038551111749,0,52.003383222901,0.301534768017239994,85.048604887022,0.010053775272999998,,
85.68238903159,0.414470014162359955,85.68238903159,0,52.072474697655,0.302461514695249954,86.096859045752,0.41447001416200002,,
85.826590833178,0.002347741043195099,86.096859045752,0.27026821257400002,52.3086278976,0.301096018075930004,86.099206786795,0.272615953616999972,,
86.195975550014,0.338908269652170022,86.195975550014,0,52.40691907595,0.302406839187880026,86.534883819666,0.338908269651999936,,
86.322648754998,0.135003984323699976,86.534883819666,0.21223506466799996,53.513936164218,0.29615109418787,86.66988780399,0.347239048991999975,,
86.997115180717,0.367597010219469997,86.997115180717,0,53.69829874708,0.298567621438230011,87.364712190936,0.367597010218999929,,
87.970322103466,0.481094272457989967,87.970322103466,0,55.9036880777,0.28678918839685996,88.451416375924,0.481094272457999958,,
88.242599494054,0.124376569874579983,88.451416375924,0.208816881869999969,56.314184693155,0.291988067255969928,88.575792945799,0.333193451744999923,,
88.696922816838,0.288078667945229959,88.696922816838,0,56.772703582403,0.289629855724299999,88.985001484783,0.288078667944999921,,
89.825742344274,0.296020963229239984,89.825742344274,0,57.240226671314,0.295431971883429954,90.121763307503,0.296020963228999955,,
90.229217389544,0.286125950748099987,90.229217389544,0,57.563716792473,0.293771736413869998,90.515343340292,0.286125950747999956,,
92.040204250233,0.111540815327319991,92.040204250233,0,57.611765993032,0.29436074289357994,92.15174506556,0.111540815326999997,,
92.855131234248,0.47637450462206998,92.855131234248,0,58.459568285076,0.290091814472899999,93.33150573887,0.476374504621999925,,
94.632336753027,0.223562689265239976,94.632336753027,0,58.947798017687,0.295971563933499991,94.855899442292,0.223562689265000002,,
95.544023123853,0.423204333055759994,95.544023123853,0,61.318438982952,0.28452896484501,95.967227456909,0.423204333056000024,,
96.021126639317,0.34973963873926994,96.021126639317,0,61.55276458211,0.28725269594190994,96.370866278056,0.349739638738999934,,
99.095531905912,0.148718475829809959,99.095531905912,0,63.002696023586,0.280641919867519961,99.244250381742,0.148718475829999973,,
99.194353223802,0.406898909830489928,99.244250381742,0.049897157939999991,63.491076568987,0.286175303619989994,99.651149291572,0.456796067769999922,,
100.359808070653,0.198252869420679988,100.359808070653,0,63.572762898253,0.28580758938178996,100.558060940074,0.198252869421000009,,
,,,,64.405814822148,0.295045254697259949,,,,
,,,,64.581036762316,0.294244734845649945,,,,
,,,,64.64113504461,0.294900891008849973,,,,
,,,,67.694292860592,0.281600228245770022,,,,
,,,,67.842362960239,0.283168179613449976,,,,
,,,,68.050628430128,0.282301557873939955,,,,
,,,,68.109992287272,0.28292709527837001,,,,
,,,,68.575145457619,0.281007967955089975,,,,
,,,,68.734137044269,0.282671096189169966,,,,
,,,,69.508644278858,0.279521404359049928,,,,
,,,,69.715775773044,0.281662007492120001,,,,
,,,,71.208034036459,0.27575940866520998,,,,
,,,,71.240107786969,0.27608547656090998,,,,
,,,,73.211163462927,0.268652459246540019,,,,
,,,,73.840700246832,0.274887640890050021,,,,
,,,,74.072954634245,0.274025735745889952,,,,
,,,,74.205649379798,0.275323924914479988,,,,
,,,,75.675547052251,0.269976120872539969,,,,
,,,,75.937171078713,0.272491249945129964,,,,
,,,,76.244545402025,0.271392721347199937,,,,
,,,,76.29151565502,0.271841301610930007,,,,
,,,,78.233011287606,0.265095061230460003,,,,
,,,,78.520984535191,0.267790302039479954,,,,
,,,,80.265254893973,0.26197086389238,,,,
,,,,81.288791589489,0.271263656765729942,,,,
,,,,82.0803263336,0.268647748438660015,,,,
,,,,82.438489932525,0.271825193279239928,,,,
,,,,82.913750856944,0.270267093551469937,,,,
,,,,83.058453902431,0.271538421983359977,,,,
,,,,84.386776834134,0.267264165680530017,,,,
,,,,84.478372515867,0.268058634563819951,,,,
,,,,84.632791013144,0.267569542675960002,,,,
,,,,84.926047479654,0.270098683902399992,,,,
,,,,85.038551111749,0.269741350874419971,,,,
,,,,85.048604887022,0.26982767629221993,,,,
,,,,85.68238903159,0.267831787697929922,,,,
,,,,86.099206786795,0.271376311765839982,,,,
,,,,86.195975550014,0.271071648469339953,,,,
,,,,86.66988780399,0.275057439691799964,,,,
,,,,86.997115180717,0.274022849932670008,,,,
,,,,87.364712190936,0.277077481753229992,,,,
,,,,87.970322103466,0.275170010398379959,,,,
,,,,88.575792945799,0.280124675886059936,,,,
,,,,88.696922816838,0.279742120721949926,,,,
,,,,88.985001484783,0.282073872443889926,,,,
,,,,89.825742344274,0.279433749203389923,,,,
,,,,90.121763307503,0.281800577234739944,,,,
,,,,90.229217389544,0.28146498059296998,,,,
,,,,90.515343340292,0.283736324963839935,,,,
,,,,92.040204250233,0.279035570177469937,,,,
,,,,92.15174506556,0.279908228207629948,,,,
,,,,92.855131234248,0.277787897606549981,,,,
,,,,93.33150573887,0.281474149422439977,,,,
,,,,94.632336753027,0.27760496140684998,,,,
,,,,94.855899442292,0.279307550054359919,,,,
,,,,95.544023123853,0.277295931395780014,,,,
,,,,95.967227456909,0.28048297244568998,,,,
,,,,96.021126639317,0.28032552998042992,,,,
,,,,96.370866278056,0.282937301554930019,,,,
,,,,99.095531905912,0.275157843434490011,,,,
,,,,99.651149291572,0.279199291093749966,,,,
,,,,100.359808070653,0.277227814338749988,,,,
,,,,100.558060940074,0.278652778766319996,,,,
